"Korporat Code","Material Type","General Subcategory","Component FG/Korporat Code","Component FG/Material Type","Component FG/General Subcategory","Component REFILL/Korporat Code"
"","","","F-IPSF14-BULK","Semi Finished Goods","Bulk",""
"MY-FIPSF15-W","Finished Goods","Sellable","F-IPSF15-W","Finished Goods","Sellable",""
"","","","F-IPSF15-BULK","Semi Finished Goods","Bulk",""
"MY-FIPSF16-W","Finished Goods","Sellable","F-IPSF16-W","Finished Goods","Sellable",""
"","","","F-IPSF16-BULK","Semi Finished Goods","Bulk",""
"MY-RESIPSCP-W","Finished Goods","Sellable","ES-IPSCP-W","Finished Goods","Sellable",""
"","","","ES-IPSCP-W-01-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-02-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-04-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-05-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-06-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-07-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-08-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-09-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-10-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-PNU-04-RP-W1GR","Semi Finished Goods","Refill",""
"MY-ESIPSCP-W","Finished Goods","Sellable","ES-IPSCP-W","Finished Goods","Sellable",""
"","","","ES-IPSCP-W-01-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-02-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-04-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-05-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-06-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-07-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-08-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-09-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-IPSCP-W-10-RP-W1G","Semi Finished Goods","Refill",""
"","","","ES-PNU-04-RP-W1GR","Semi Finished Goods","Refill",""
"MY-CUSIPA-W","Finished Goods","Sellable","CUS-IPA-W","Finished Goods","Sellable",""
"","","","CUS-IPA-BULK","Semi Finished Goods","Bulk",""
"MY-CUS-IPB-W","Finished Goods","Sellable","CUS-IPB-W","Finished Goods","Sellable",""
"","","","CUS-IPB-BULK","Semi Finished Goods","Bulk",""
"MY-CUSIPC-W","Finished Goods","Sellable","CUS-IPC-W","Finished Goods","Sellable",""
"","","","CUS-IPC-BULK","Semi Finished Goods","Bulk",""
"MY-CUS-IPD-W","Finished Goods","Sellable","CUS-IPD-W","Finished Goods","Sellable",""
"","","","CUS-IPD-BULK","Semi Finished Goods","Bulk",""
"MY-CUSIPE-W","Finished Goods","Sellable","CUS-IPE-W","Finished Goods","Sellable",""
"","","","CUS-IPE-BULK","Semi Finished Goods","Bulk",""
"MY-CUSIPF-W","Finished Goods","Sellable","CUS-IPF-W","Finished Goods","Sellable",""
"","","","CUS-IPF-BULK","Semi Finished Goods","Bulk",""
"MY-CONIP01-W","Finished Goods","Sellable","CON-IP01-W","Finished Goods","Sellable",""
"","","","CON-IP01-BULK","Semi Finished Goods","Bulk",""
"MY-CONIP02-W","Finished Goods","Sellable","CON-IP02-W","Finished Goods","Sellable",""
"","","","CON-IP02-BULK","Semi Finished Goods","Bulk",""
"MY-CONIP03-W","Finished Goods","Sellable","CON-IP03-W","Finished Goods","Sellable",""
"","","","CON-IP03-BULK","Semi Finished Goods","Bulk",""
"MY-CONIP05-W","Finished Goods","Sellable","CON-IP05-W","Finished Goods","Sellable",""
"","","","CON-IP05-BULK","Semi Finished Goods","Bulk",""
"MY-ESIPB-W","Finished Goods","Sellable","","","",""
"MY-ESIPA-W","Finished Goods","Sellable","","","",""
"MY-SRMRABS-KA","Finished Goods","Sellable","SRM-RABS-KA","Finished Goods","Sellable",""
"","","","SRM-RABS-BULK","Semi Finished Goods","Bulk",""
"MY-FTKFT-KA","Finished Goods","Sellable","FT-KFT-KA","Finished Goods","Sellable",""
"","","","FT-KFT-BULK","Semi Finished Goods","Bulk",""
"MY-DRRO-KA","Finished Goods","Sellable","D-RRO-KA","Finished Goods","Sellable",""
"","","","D-RRO-BULK","Semi Finished Goods","Bulk",""
"MY-SRMFS-KA","Finished Goods","Sellable","SRM-FS-KA","Finished Goods","Sellable",""
"","","","SRM-FS-BULK","Semi Finished Goods","Bulk",""
"MY-DRO01-KA","Finished Goods","Sellable","D-RO01-KA","Finished Goods","Sellable",""
"","","","D-RO01-BULK","Semi Finished Goods","Bulk",""
"MY-HBWEB-KA","Finished Goods","Sellable","HBW-EB-KA","Finished Goods","Sellable",""
"","","","HBW-EB-BULK","Semi Finished Goods","Bulk",""
"MY-DRO02-KA","Finished Goods","Sellable","D-RO02-KA","Finished Goods","Sellable",""
"","","","D-RO02-BULK","Semi Finished Goods","Bulk",""
"MY-FWFW01-KA","Finished Goods","Sellable","FW-FW01-KA","Finished Goods","Sellable",""
"","","","FW-FW01-BULK","Semi Finished Goods","Bulk",""
"MY-BPHREDT-KA","Finished Goods","Sellable","BP-HREDT-KA","Finished Goods","Sellable",""
"","","","BP-HREDT-BULK","Semi Finished Goods","Bulk",""
"MY-BPIWEDT-KA","Finished Goods","Sellable","BP-IWEDT-BULK","Semi Finished Goods","Bulk",""
"MY-FSNFSGE-KA","Finished Goods","Sample","FW-FW01-BULK","Semi Finished Goods","Bulk",""
"","","","FS-NFSGE-KA","Finished Goods","Sample",""
"MY-FWNFSPCSRB8-KA","Finished Goods","Sample","FW-PCSAC-BULK","Semi Finished Goods","Bulk",""
"","","","FW-NFSPCSRB8-KA","Finished Goods","Sample",""
"MY-FWNFSPCSAC8-KA","Finished Goods","Sample","FW-PCSRB-BULK","Semi Finished Goods","Bulk",""
"","","","FW-NFSPCSAC8-KA","Finished Goods","Sample",""
"MY-BRORNBO-KA","Finished Goods","Sellable","BRO-RNBO-KA","Finished Goods","Sellable",""
"","","","BRO-RNBO-BULK","Semi Finished Goods","Bulk",""
"MY-FWPCSAC-KA","Finished Goods","Sellable","FW-PCSAC-KA","Finished Goods","Sellable",""
"","","","FW-PCSAC-BULK","Semi Finished Goods","Bulk",""
"MY-HBWR-KA","Finished Goods","Sellable","HBW-R-KA","Finished Goods","Sellable",""
"","","","HBW-R-BULK","Semi Finished Goods","Bulk",""
"MY-BPRHEDP-KA","Finished Goods","Sellable","BP-RHEDP-KA","Finished Goods","Sellable",""
"","","","BP-RHEDP-BULK","Semi Finished Goods","Bulk",""
"MY-BPRHEDT-KA","Finished Goods","Sellable","BP-RHEDT-KA","Finished Goods","Sellable",""
"","","","BP-RHEDT-BULK","Semi Finished Goods","Bulk",""
"MY-BPMOEDP-KA","Finished Goods","Sellable","BP-MOEDP-KA","Finished Goods","Sellable",""
"","","","BP-MOEDP-BULK","Semi Finished Goods","Bulk",""
"MY-FWPCSRB-KA","Finished Goods","Sellable","FW-PCSRB-KA","Finished Goods","Sellable",""
"","","","FW-PCSRB-BULK","Semi Finished Goods","Bulk",""
"MY-FW3IN1PC-KA","Finished Goods","Sellable","FW-3IN1PC-KA","Finished Goods","Sellable",""
"","","","FW-3IN1PC-BULK","Semi Finished Goods","Bulk",""
"MY-MSM01-KA","Finished Goods","Sellable","M-SM01-KA","Finished Goods","Sellable",""
"","","","M-SM-BULK","Semi Finished Goods","Bulk",""
"MY-BPWSEDT-KA","Finished Goods","Sellable","BP-WSEDT-KA","Finished Goods","Sellable",""
"","","","BP-WSEDT-BULK","Semi Finished Goods","Bulk",""
"MY-SSDUVSDE-L","Finished Goods","Sellable","SS-DUVSDE-L","Finished Goods","Sellable",""
"","","","SS-DUVSDE-BULK","Semi Finished Goods","Bulk",""
"MY-MBRERMC-L","Finished Goods","Sellable","M-BRERMC-L","Finished Goods","Sellable",""
"","","","M-BRERMC-BULK","Semi Finished Goods","Bulk",""
"MY-SRMBRSR-L","Finished Goods","Sellable","SRM-BRSR-L","Finished Goods","Sellable",""
"","","","SRM-BRSR-BULK","Semi Finished Goods","Bulk",""
"MY-FTGSEH-L","Finished Goods","Sellable","FT-GSEH-L","Finished Goods","Sellable",""
"","","","FT-GSEH-BULK","Semi Finished Goods","Bulk",""
"MY-FWGS-L","Finished Goods","Sellable","FW-GS-L","Finished Goods","Sellable",""
"","","","FW-GS-BULK","Semi Finished Goods","Bulk",""
"MY-FWGSN2-L","Finished Goods","Sellable","FW-GSN2-L","Finished Goods","Sellable",""
"","","","FW-GS-BULK","Semi Finished Goods","Bulk",""
"MY-MGSSNG-L","Finished Goods","Sellable","M-GSSNG-L","Finished Goods","Sellable",""
"","","","M-GSSNG-BULK","Semi Finished Goods","Bulk",""
"MY-FMIBR-L","Finished Goods","Sellable","","","",""
"MY-PBRGSDUV-L","Finished Goods","Sellable","","","",""
"MY-BOSKPS03-MO","Finished Goods","Sellable","BO-SKPS03-MO6G","Finished Goods","Sellable",""
"","","","BO-S03PP6GRRNFS-MO","Semi Finished Goods","Refill",""
"MY-BOSKCS06-MO","Finished Goods","Sellable","BO-SKCS06-MO6G","Finished Goods","Sellable",""
"","","","BO-S06CS6GRRNFS-MO","Semi Finished Goods","Refill",""
"MY-BOSKPP10-MO","Finished Goods","Sellable","BO-SKPP10-MO6G","Finished Goods","Sellable",""
"","","","BO-SKPP10-RP-MO6GR","Semi Finished Goods","Refill",""
"MY-EBSEDA-MO","Finished Goods","Sellable","","","",""
"MY-EBSEDC-MO","Finished Goods","Sellable","","","",""
"MY-EBSEDM-MO","Finished Goods","Sellable","","","",""
"MY-LCSMC101-MO","Finished Goods","Sellable","","","",""
"MY-LCSMC102-MO","Finished Goods","Sellable","","","",""
"MY-LCSMC103-MO","Finished Goods","Sellable","","","",""
"MY-LCSMC104-MO","Finished Goods","Sellable","","","",""
"MY-LCSMC105-MO","Finished Goods","Sellable","","","",""
"MY-EBDK01-MO","Finished Goods","Sellable","EB-DK01-MO","Finished Goods","Sellable",""
"","","","EB-DK-DB-RP-MO2GR","Semi Finished Goods","Refill",""
"","","","EB-DK-LB-RP-MO2GR","Semi Finished Goods","Refill",""
"","","","EB-DK01C-BULK","Semi Finished Goods","Bulk",""
"MY-EBDK02-MO","Finished Goods","Sellable","EB-DK02-MO","Finished Goods","Sellable",""
"","","","EB-DK01C-BULK","Semi Finished Goods","Bulk",""
"","","","EB-DK02-01L-RP-MO2GR","Semi Finished Goods","Refill",""
"","","","EB-DK02-02D-RP-MO2GR","Semi Finished Goods","Refill",""
"MY-ELPBJ-MO","Finished Goods","Sellable","","","",""
"MY-EBPBE-MO","Finished Goods","Sellable","","","",""
"MY-TCFC-MO","Finished Goods","Sellable","TC-FC-MO14G","Finished Goods","Sellable",""
"","","","TC-FCK1&214GRRN-MO","Semi Finished Goods","Refill",""
"MY-FHGFC21-MO","Finished Goods","Sellable","F-HGFC21-MO","Finished Goods","Sellable",""
"","","","F-HGFC21-BULK","Semi Finished Goods","Bulk",""
"MY-FHGFN10-MO","Finished Goods","Sellable","F-HGFN10-MO","Finished Goods","Sellable",""
"","","","F-HGFN10-BULK","Semi Finished Goods","Bulk",""
"MY-FHGFN30-MO","Finished Goods","Sellable","F-HGFN30-MO","Finished Goods","Sellable",""
"","","","F-HGFN30-BULK","Semi Finished Goods","Bulk",""
"MY-FHGFW50-MO","Finished Goods","Sellable","F-HGFW50-MO","Finished Goods","Sellable",""
"","","","F-HGFW50-BULK","Semi Finished Goods","Bulk",""
"MY-FHGFW22-MO","Finished Goods","Sellable","F-HGFW22-MO","Finished Goods","Sellable",""
"","","","F-HGFW22-BULK","Semi Finished Goods","Bulk",""
"MY-FHGFW33-MO","Finished Goods","Sellable","F-HGFW33-MO","Finished Goods","Sellable",""
"","","","F-HGFW33-BULK","Semi Finished Goods","Bulk",""
"MY-FHGFW41-MO","Finished Goods","Sellable","F-HGFW41-MO","Finished Goods","Sellable",""
"","","","F-HGFW41-BULK","Semi Finished Goods","Bulk",""
"MY-FHGFW42-MO","Finished Goods","Sellable","F-HGFW42-MO","Finished Goods","Sellable",""
"","","","F-HGFW42-BULK","Semi Finished Goods","Bulk",""
"MY-BOHLT01-MO","Finished Goods","Sellable","BO-HLT01-MO","Finished Goods","Sellable",""
"","","","BO-HLT01-BULK","Semi Finished Goods","Bulk",""
"MY-BOHLT02-MO","Finished Goods","Sellable","BO-HLT02-MO","Finished Goods","Sellable",""
"","","","BO-HLT02-BULK","Semi Finished Goods","Bulk",""
"MY-BOHLT03-MO","Finished Goods","Sellable","BO-HLT03-MO","Finished Goods","Sellable",""
"","","","BO-HLT03-BULK","Semi Finished Goods","Bulk",""
"MY-BOHLT04-MO","Finished Goods","Sellable","BO-HLT04-MO","Finished Goods","Sellable",""
"","","","BO-HLT04-BULK","Semi Finished Goods","Bulk",""
"MY-BOHLT05-MO","Finished Goods","Sellable","BO-HLT05-MO","Finished Goods","Sellable",""
"","","","BO-HLT05-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGNC21-MO","Finished Goods","Sellable","CUS-HLGNC21-MO","Finished Goods","Sellable",""
"","","","CUS-HLGNC21-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCC31-MO","Finished Goods","Sellable","CUS-HLGCC31-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCC31-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCC41-MO","Finished Goods","Sellable","CUS-HLGCC41-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCC41-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCC51-MO","Finished Goods","Sellable","CUS-HLGCC51-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCC51-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCC62-MO","Finished Goods","Sellable","CUS-HLGCC62-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCC62-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGN10-MO","Finished Goods","Sellable","CUS-HLGN10-MO","Finished Goods","Sellable",""
"","","","CUS-HLGN10-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCN20-MO","Finished Goods","Sellable","CUS-HLGCN20-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCN20-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGNN30-MO","Finished Goods","Sellable","CUS-HLGNN30-MO","Finished Goods","Sellable",""
"","","","CUS-HLGNN30-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCN40-MO","Finished Goods","Sellable","CUS-HLGCN40-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCN40-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGNN50-MO","Finished Goods","Sellable","CUS-HLGNN50-MO","Finished Goods","Sellable",""
"","","","CUS-HLGNN50-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCW12-MO","Finished Goods","Sellable","CUS-HLGCW12-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCW12-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCW21-MO","Finished Goods","Sellable","CUS-HLGCW21-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCW21-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGNW22-MO","Finished Goods","Sellable","CUS-HLGNW22-MO","Finished Goods","Sellable",""
"","","","CUS-HLGNW22-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCW30-MO","Finished Goods","Sellable","CUS-HLGCW30-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCW30-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCW32-MO","Finished Goods","Sellable","CUS-HLGCW32-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCW32-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGNW33-MO","Finished Goods","Sellable","CUS-HLGNW33-MO","Finished Goods","Sellable",""
"","","","CUS-HLGNW33-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGNW41-MO","Finished Goods","Sellable","CUS-HLGNW41-MO","Finished Goods","Sellable",""
"","","","CUS-HLGNW41-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGNW42-MO","Finished Goods","Sellable","CUS-HLGNW42-MO","Finished Goods","Sellable",""
"","","","CUS-HLGNW42-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCW50-MO","Finished Goods","Sellable","CUS-HLGCW50-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCW50-BULK","Semi Finished Goods","Bulk",""
"MY-CUSHLGCW60-MO","Finished Goods","Sellable","CUS-HLGCW60-MO","Finished Goods","Sellable",""
"","","","CUS-HLGCW60-BULK","Semi Finished Goods","Bulk",""
"MY-BHRFP-MO","Finished Goods","Sellable","B-HRFP-MO","Finished Goods","Sellable",""
"","","","B-HRFP-BULK","Semi Finished Goods","Bulk",""
"MY-SRMH-MO","Finished Goods","Sellable","SRM-H-MO33ML","Finished Goods","Sellable",""
"","","","SRM-H-BULK","Semi Finished Goods","Bulk",""
"MY-ELHBS-MO","Finished Goods","Sellable","","","",""
"MY-LIMC003-MO","Finished Goods","Sellable","L-IMC003-MO6,5G","Finished Goods","Sellable",""
"","","","L-IMC003-BULK","Semi Finished Goods","Bulk",""
"MY-LIMC004-MO","Finished Goods","Sellable","L-IMC004-MO6,5G","Finished Goods","Sellable",""
"","","","L-IMC004-BULK","Semi Finished Goods","Bulk",""
"MY-LIMC005-MO","Finished Goods","Sellable","L-IMC005-MO6,5G","Finished Goods","Sellable",""
"","","","L-IMC005-BULK","Semi Finished Goods","Bulk",""
"MY-LIMC008-MO","Finished Goods","Sellable","L-IMC008-MO6,5G","Finished Goods","Sellable",""
"","","","L-IMC008-BULK","Semi Finished Goods","Bulk",""
"MY-LIMC009-MO","Finished Goods","Sellable","L-IMC009-MO6,5G","Finished Goods","Sellable",""
"","","","L-IMC009-BULK","Semi Finished Goods","Bulk",""
"MY-LIMC011-MO","Finished Goods","Sellable","L-IMC011-MO6,5G","Finished Goods","Sellable",""
"","","","L-IMC011-BULK","Semi Finished Goods","Bulk",""
"MY-LIMC013-MO","Finished Goods","Sellable","L-IMC013-MO6,5G","Finished Goods","Sellable",""
"","","","L-IMC013-BULK","Semi Finished Goods","Bulk",""
"MY-LIMC016-MO","Finished Goods","Sellable","L-IMC016-MO6,5G","Finished Goods","Sellable",""
"","","","L-IMC016-BULK","Semi Finished Goods","Bulk",""
"MY-LIMC018-MO","Finished Goods","Sellable","L-IMC018-MO6,5G","Finished Goods","Sellable",""
"","","","L-IMC018-BULK","Semi Finished Goods","Bulk",""
"MY-LIMC019-MO","Finished Goods","Sellable","L-IMC019-MO6,5G","Finished Goods","Sellable",""
"","","","L-IMC019-BULK","Semi Finished Goods","Bulk",""
"MY-LLACL01-MO","Finished Goods","Sellable","","","",""
"MY-LLACL02-MO","Finished Goods","Sellable","","","",""
"MY-LLACL05-MO","Finished Goods","Sellable","","","",""
"MY-REMOIMW-MO","Finished Goods","Sellable","REM-OIMW-MO","Finished Goods","Sellable",""
"","","","REM-OIMW-BULK","Semi Finished Goods","Bulk",""
"","","","REM-OIMWB-BULK","Semi Finished Goods","Bulk",""
"MY-PRMPCCGR-MO","Finished Goods","Sellable","PRM-PCCGR-MO","Finished Goods","Sellable",""
"","","","PRM-PCCGR-BULK","Semi Finished Goods","Bulk",""
"MY-PRMPCCLC-MO","Finished Goods","Sellable","PRM-PCCLC-MO","Finished Goods","Sellable",""
"","","","PRM-PCCLC-BULK","Semi Finished Goods","Bulk",""
"MY-PRMPCCPC-MO","Finished Goods","Sellable","PRM-PCCPC-MO","Finished Goods","Sellable",""
"","","","PRM-PCCPC-BULK","Semi Finished Goods","Bulk",""
"MY-PRMPCCYW-MO","Finished Goods","Sellable","PRM-PCCYW-MO","Finished Goods","Sellable",""
"","","","PRM-PCCYW-BULK","Semi Finished Goods","Bulk",""
"MY-TCPC01-MO","Finished Goods","Sellable","TC-PC01-MO12G","Finished Goods","Sellable",""
"","","","TC-PC01-RP-MO12GR","Semi Finished Goods","Refill",""
"MY-TCPC02-MO","Finished Goods","Sellable","TC-PC02-MO12G","Finished Goods","Sellable",""
"","","","TC-PC02-RP-MO12GR","Semi Finished Goods","Refill",""
"MY-TCPC03-MO","Finished Goods","Sellable","TC-PC03-MO12G","Finished Goods","Sellable",""
"","","","TC-PC03-RP-MO12GR","Semi Finished Goods","Refill",""
"MY-TCPC04-MO","Finished Goods","Sellable","TC-PC04-MO12G","Finished Goods","Sellable",""
"","","","TC-PC04-RP-MO12GR","Semi Finished Goods","Refill",""
"MY-TCPC05-MO","Finished Goods","Sellable","TC-PC05-MO12G","Finished Goods","Sellable",""
"","","","TC-PC05-RP-MO12GR","Semi Finished Goods","Refill",""
"MY-TCPC06-MO","Finished Goods","Sellable","TC-PC06-MO12G","Finished Goods","Sellable",""
"","","","TC-PC06-RP-MO12GR","Semi Finished Goods","Refill",""
"MY-TCPC07-MO","Finished Goods","Sellable","TC-PC07-MO12G","Finished Goods","Sellable",""
"","","","TC-PC07-RP-MO12GR","Semi Finished Goods","Refill",""
"MY-TCPC08-MO","Finished Goods","Sellable","TC-PC08-MO12G","Finished Goods","Sellable",""
"","","","TC-PC08-RP-MO12GR","Semi Finished Goods","Refill",""
"MY-MPSWC-MO","Finished Goods","Sellable","M-PSWC-MO","Finished Goods","Sellable",""
"","","","M-PSWC-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWC21-MO","Finished Goods","Sellable","F-RVLPWC21-MO","Finished Goods","Sellable",""
"","","","F-RVLPWC21-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWFC31-MO","Finished Goods","Sellable","F-RVLPWFC31-MO","Finished Goods","Sellable",""
"","","","F-RVLPWFC31-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWC41-MO","Finished Goods","Sellable","F-RVLPWC41-MO","Finished Goods","Sellable",""
"","","","F-RVLPWC41-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWC51-MO","Finished Goods","Sellable","F-RVLPWC51-MO","Finished Goods","Sellable",""
"","","","F-RVLPWC51-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWC62-MO","Finished Goods","Sellable","F-RVLPWC62-MO","Finished Goods","Sellable",""
"","","","F-RVLPWC62-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWN10-MO","Finished Goods","Sellable","F-RVLPWN10-MO","Finished Goods","Sellable",""
"","","","F-RVLPWN10-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWN20-MO","Finished Goods","Sellable","F-RVLPWN20-MO","Finished Goods","Sellable",""
"","","","F-RVLPWN20-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWN30-MO","Finished Goods","Sellable","F-RVLPWN30-MO","Finished Goods","Sellable",""
"","","","F-RVLPWN30-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWN40-MO","Finished Goods","Sellable","F-RVLPWN40-MO","Finished Goods","Sellable",""
"","","","F-RVLPWN40-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWN50-MO","Finished Goods","Sellable","F-RVLPWN50-MO","Finished Goods","Sellable",""
"","","","F-RVLPWN50-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWW12-MO","Finished Goods","Sellable","F-RVLPWW12-MO","Finished Goods","Sellable",""
"","","","F-RVLPWW12-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWW21-MO","Finished Goods","Sellable","F-RVLPWW21-MO","Finished Goods","Sellable",""
"","","","F-RVLPWW21-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWW22-MO","Finished Goods","Sellable","F-RVLPWW22-MO","Finished Goods","Sellable",""
"","","","F-RVLPWW22-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWW30-MO","Finished Goods","Sellable","F-RVLPWW30-MO","Finished Goods","Sellable",""
"","","","F-RVLPWW30-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWW32-MO","Finished Goods","Sellable","F-RVLPWW32-MO","Finished Goods","Sellable",""
"","","","F-RVLPWW32-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWW33-MO","Finished Goods","Sellable","F-RVLPWW33-MO","Finished Goods","Sellable",""
"","","","F-RVLPWW33-BULK","Semi Finished Goods","Bulk",""
"MY-FRVLPWW41-MO","Finished Goods","Sellable","F-RVLPWW41-MO","Finished Goods","Sellable",""
