"Product Korporat Code","Reference","BoM Lines/Product Template/Korporat Code","BoM Lines/Quantity","BoM Lines/Product Unit of Measure"
"L-IMC006-MO6,5G","4","L-IMC006-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC06R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC0114-MOILD","1.0","Pc(s)"
"","","STIC-BCIMLC06R0-MOPP","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01041","Pc(s)"
"L-IMC006-MO6,5G","6","L-IMC006-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC06R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC0114-MOILD","1.0","Pc(s)"
"","","STIC-BCIMLC06R0-MOPP","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01041","Pc(s)"
"L-IMC010-MO6,5G","4","L-IMC010-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC10R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC0114-MOILD","1.0","Pc(s)"
"","","STIC-BCIMLC10R0-MOPP","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01042","Pc(s)"
"L-IMC014-MO6,5G","4","L-IMC014-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC14R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC0114-MOILD","1.0","Pc(s)"
"","","STIC-BCIMLC14R1-MOPP","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01042","Pc(s)"
"L-IMC017-MO6,5G","4","L-IMC017-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC17R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC1520-MOILD","1.0","Pc(s)"
"","","STIC-BCIMLC17R0-MOPP","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01042","Pc(s)"
"L-IPMLMP01-W5.5G","6","L-IPMLMP01-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLMP1R0-WPPT","1.0","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"","","STIC-BCIMLP1R1-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"L-IPMLMP02-W5.5G","7","L-IPMLMP02-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLMP2R0-WPPT","1.0","Pc(s)"
"","","DUS-IMLPR2-WIMLD","1.0","Pc(s)"
"","","STIC-BCIMLP2R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"L-IPMLMP02-W5.5G","8","L-IPMLMP02-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLMP2R0-WPPT","1.0","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"","","STIC-BCIMLP2R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"L-IPMLMP03-W5.5G","7","L-IPMLMP03-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLMP3R0-WPPT","1.0","Pc(s)"
"","","DUS-IMLPR2-WIMLD","1.0","Pc(s)"
"","","STIC-BCIMLP3R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"L-IPMLMP03-W5.5G","8","L-IPMLMP03-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLMP3R0-WPPT","1.0","Pc(s)"
"","","STIC-BCIMLP3R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"L-IPMLMP04-W5.5G","8","L-IPMLMP04-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLMP4R0-WPPT","1.0","Pc(s)"
"","","STIC-BCIMLP4R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"L-IPMLMP05-W5.5G","7","L-IPMLMP05-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLMP5R0-WPPT","1.0","Pc(s)"
"","","DUS-IMLPR2-WIMLD","1.0","Pc(s)"
"","","STIC-BCIMLP5R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"L-IPMLMP05-W5.5G","8","L-IPMLMP05-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLMP5R0-WPPT","1.0","Pc(s)"
"","","STIC-BCIMLP5R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00757","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"L-IPMLMP06-W","2","L-IPMLMP06-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLP6R0-WPPT","1.0","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"","","STIC-BCIMLP6R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00758","Pc(s)"
"L-IMC016-MO6,5G","4","L-IMC016-BULK","0.0065","kg"
"","","BOTO-PIMLCR1-MO","1.0","Pc(s)"
"","","CAPA-IMLCR0-MO","1.0","Pc(s)"
"","","STIC-BIMLC16R1-MOMSF","1.0","Pc(s)"
"","","DUS-IMLC1520-MOILD","1.0","Pc(s)"
"","","STIC-BCIMLC16R0-MOPP","1.0","Pc(s)"
"","","IBOX-12IMLCR0-MODNF","0.08333","Pc(s)"
"","","KB-MOLUHM-265K150","0.01042","Pc(s)"
"L-IPMLMP07-W","2","L-IPMLMP07-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLP7R0-WPPT","1.0","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"","","STIC-BCIMLP7R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00758","Pc(s)"
"L-IPMLMP08-W","2","L-IPMLMP08-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLP8R0-WPPT","1.0","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"","","STIC-BCIMLP8R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00758","Pc(s)"
"L-IPMLMP09-W","2","L-IPMLMP09-BULK","0.0055","kg"
"","","BOTO-IMLMPR0-W","1.0","Pc(s)"
"","","CAPA-CWIMLPR0-W","1.0","Pc(s)"
"","","STIC-BTIMLP9R0-WPPT","1.0","Pc(s)"
"","","DUS-IMLP69R0-W","1.0","Pc(s)"
"","","STIC-BCIMLP9R0-WPWG","1.0","Pc(s)"
"","","IBOX-12IMLPR1-WDNF","0.08333","Pc(s)"
"","","KB-WIPSKMMR1-W","0.00758","Pc(s)"
"L-LACL01-MO0.2G","1","LACL-01EXMOR0-X","1.0","Pc(s)"
"L-LACL02-MO0.2G","1","LACL-02FLMOR0-X","1.0","Pc(s)"
"L-LACL03-MO0.2G","1","LACL-03BDMOR0-X","1.0","Pc(s)"
"L-LACL04-MO0.2G","1","LACL-04SOMOR0-X","1.0","Pc(s)"
"L-LACL05-MO0.2G","1","LACL-05PUMOR0-X","1.0","Pc(s)"
"FW-PHAS-EM50ML","Makloon","FW-MPASE50-X","1.0","Pc(s)"
"L-LDP-MO5ML","1","L-LDP-BULK","0.0057","kg"
"","","CONT-LCMOASAB2P-CHBT","1.0","Pc(s)"
"","","DUS-LLCMOI25030-18LG","1.0","Pc(s)"
"","","DUS-LLCI12MOD31-1VPL","0.08333","Pc(s)"
"","","STIC-LLCDDPMO-PPSM1W","1.0","Pc(s)"
"","","STIC-BCLLCDDPMO-PPW1","1.0","Pc(s)"
"","","KB-MOLLC-3K150","0.00694","Pc(s)"
"","","CAP-CLCMO-APNBW","1.0","Pc(s)"
"","","PLU-CLCMO-LDN","1.0","Pc(s)"
"F-HGFW33-MO","2","BOTO-GHGFFR0-MO","1.0","Pc(s)"
"","","F-HGFW33-BULK","0.035","kg"
"","","STIC-BHGFFW33-MO","1.0","Pc(s)"
"","","PU-LHGFFR0-MO","1.0","Pc(s)"
"","","STIC-MOR0-MO","1.0","Pc(s)"
"","","CAP-PLGHGFF-MO","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","0.04","Pc(s)"
"","","PART-DHGFFR0-MO","1.0","Pc(s)"
"","","STIC-VHGFFW33-MO","1.0","Pc(s)"
"","","DUS-HGFFR0-MO","1.0","Pc(s)"
"BO-HLT01-MO","1","BOTO-GHLTBR0-MO","1.0","Pc(s)"
"","","BO-HLT01-BULK","0.015","kg"
"","","BAL-BPR1D882B08-WT","1.0","Pc(s)"
"","","PU-LHLTBR0-MO","1.0","Pc(s)"
"","","STIC-BCHLTB01-MO","1.0","Pc(s)"
"","","STIC-BHLTB01F-MO","1.0","Pc(s)"
"","","CAP-PLGHLTB-MO","1.0","Pc(s)"
"","","PART-HLTB15R0-MO","1.0","Pc(s)"
"","","DUS-HLTB15R0-MO","1.0","Pc(s)"
"","","KB-MOLUHM-265K150","0.03333","Pc(s)"
"BBC-EL-W30ML","6","DUS-EBBCL30C-WILD","1.0","Pc(s)"
"","","BBC-EL-BULK","0.03","kg"
"","","TUBE-EBBCL30R1-W3095","1.0","Set"
"","","KB-WBBC30-KMK150BF","0.02778","Pc(s)"
"BBC-EL-W30ML","7","TUBE-EBBCL30R2-W3095","1.0","Pc(s)"
"","","BBC-EL-BULK","0.03","kg"
"","","DUS-EBBCL30C-WILD","1.0","Pc(s)"
"","","KB-WBBC30-KMK150BF","0.02778","Pc(s)"
"L-LRT-MO5ML","1","CONT-LCMOASAB2P-CHBT","1.0","Pc(s)"
"","","DUS-LLCMOI25030-18LG","1.0","Pc(s)"
"","","DUS-LLCI12MOD31-1VPL","0.08333","Pc(s)"
"","","KB-MOLLC-3K150","0.00694","Pc(s)"
"","","STIC-LLCRTMO-PPSM1WD","1.0","Pc(s)"
"","","STIC-BCLLCRTMO-PPW1W","1.0","Pc(s)"
"","","L-LRT-BULK","0.0055","kg"
"","","CAP-CLCMO-APNBW","1.0","Pc(s)"
"","","PLU-CLCMO-LDN","1.0","Pc(s)"
"L-MTBNC15-W3,8G","4","L-W1CMBNC15-W3,8GR","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","0.00694","Pc(s)"
"L-MTENC19-W3,8G","3","L-W1CMENC19-W3,8GR","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","0.00694","Pc(s)"
"L-MTGPC17-W3,8G","4","L-W1CMGPC17-W3,8GR","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","0.00694","Pc(s)"
"L-MTMLC10-W3,8G","4","L-W1CMMLC10-W3,8GR","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","0.00694","Pc(s)"
"L-MTMLC10-W3,8G","5","L-W1CMMLC10-W3,8GR","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","0.00555","Pc(s)"
"L-MTNPC20-W3,8G","3","L-W1CMNPC20-W3,8GR","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","0.00694","Pc(s)"
"L-MTRPC18-W3,8G","4","L-W1CMRPC18-W3,8GR","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","0.00694","Pc(s)"
"L-MTSPC16-W3,8G","4","L-W1CMSPC16-W3,8GR","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","0.00694","Pc(s)"
"L-MTTRC9-W3,8G","4","L-W1CMTRC9-W3,8GR","1.0","Pc(s)"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","0.00694","Pc(s)"
"L-MTTRC9-W3,8G","5","L-W1CMTRC9-W3,8GR","1.0","Pc(s)"
"","","KB-WLMCR0-KMM125CF","0.00555","Pc(s)"
"BO-HLT03-MO","1","DUS-HLTB15R0-MO","1.0","Pc(s)"
"","","BO-HLT03-BULK","0.015","kg"
"","","STIC-BHLTB03S-MO","1.0","Pc(s)"
"","","CAP-PLGHLTB-MO","1.0","Pc(s)"
"","","BOTO-GHLTBR0-MO","1.0","Pc(s)"
"","","PU-LHLTBR0-MO","1.0","Pc(s)"
"","","BAL-BPR1D882B08-WT","1.0","Pc(s)"
"","","STIC-BCHLTB03-MO","1.0","Pc(s)"
"","","PART-HLTB15R0-MO","1.0","Pc(s)"
"","","KB-MOLUHM-265K150","0.03333","Pc(s)"
"BBC-EN-W30ML","5","BBC-EN-BULK","0.03","kg"
"","","DUS-EBBCN30C-WILD","1.0","Pc(s)"
"","","KB-WBBC30-KMK150BF","0.02778","Pc(s)"
"","","TUBE-EBBCN30R1-W3095","1.0","Set"
"BBC-EN-W30ML","6","DUS-EBBCN30C-WILD","1.0","Pc(s)"
"","","KB-WBBC30-KMK150BF","0.02778","Pc(s)"
"","","TUBE-EBBCN30R1-W3095","1.0","Set"
"","","BBC-EN-BULK","0.03","kg"
"L-PGTC-MO","99","L-PGTC-BULK","0.0062","kg"
"","","BOTO-PLTCR0-MO","1.0","Pc(s)"
"","","CAPA-WPLTCR0-MO","1.0","Pc(s)"
"","","IBOX-CR0-MO","0.08333","Pc(s)"
"","","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"L-PGTC-MO","4","DUS-PLTCR1-MO","1.0","Pc(s)"
"","","KB-MOCC36R1-270CF","0.00757","Pc(s)"
"","","IBOX-CR0-MO","0.08333","Pc(s)"
"","","STIC-BTPLTCR0-MO","1.0","Pc(s)"
"","","CAPA-WPSLTR0-MO","1.0","Pc(s)"
"","","BOTO-PSLTR0-MO","1.0","Pc(s)"
"","","L-PGTC-BULK","0.0062","kg"
"BBC-TEL-W30ML","1","KB-W100BR1-KMM125BF","0.02778","Pc(s)"
"","","BBC-EL-BULK","0.03","kg"
"","","TUBE-EBBCL30R1-W3095","1.0","Set"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"BBC-TEL-W30ML","2","STIC-TESTER-WPSM","1.0","Pc(s)"
"BBC-TEN-W30ML","1","BBC-EN-BULK","0.03","kg"
"","","KB-W100BR1-KMM125BF","0.02778","Pc(s)"
"","","STIC-TESTER-WPSM","1.0","Pc(s)"
"","","TUBE-EBBCN30R1-W3095","1.0","Set"
"BBC-TEN-W30ML","2","BBC-EN-W30ML","1.0","Pc(s)"
"","","KB-WLS20211-KMM125BF","0.02128","Pc(s)"
"L-REMA02-W","1","L-REMA02-BULK","0.0035","kg"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMA02R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA02R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA02-W","2","L-REMA02-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMA02R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA02R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA05-W","1","L-REMA05-BULK","0.0035","kg"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMA05R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA05R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA05-W","2","L-REMA05-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMA05R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA05R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA09-W","1","L-REMA09-BULK","0.0035","kg"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMA09R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA09R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA09-W","2","L-REMA09-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMA09R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA09R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA16-W","1","L-REMA16-BULK","0.0035","kg"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMA16R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA16R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA16-W","2","L-REMA16-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMA16R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA16R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA17-W","1","L-REMA17-BULK","0.0035","kg"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMA17R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA17R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA17-W","2","L-REMA17-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMA17R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA17R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA18-W","1","L-REMA18-BULK","0.0035","kg"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMA18R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA18R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA18-W","2","L-REMA18-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMA18R0-WCNF","1.0","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA18R1-WRL","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMA02-W","3","KB-WLER1-KMK125CF","0.00694","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","DUS-EMAR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMA02R1-WRL","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","L-REMA02-BULK","0.0035","kg"
"","","STIC-BTEMA02R0-WCNF","1.0","Pc(s)"
"L-REMO20-W","1","L-REMO20-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMO20R0-WCNF","1.0","Pc(s)"
"","","DUS-EMOR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMO20R1-WCNF","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMO20-W","2","L-REMO20-BULK","0.0035","kg"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMO20R0-WCNF","1.0","Pc(s)"
"","","DUS-EMOR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMO20R1-WCNF","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMO21-W","1","L-REMO21-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMO21R0-WCNF","1.0","Pc(s)"
"","","DUS-EMOR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMO21R1-WCNF","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMO21-W","2","L-REMO21-BULK","0.0035","kg"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMO21R0-WCNF","1.0","Pc(s)"
"","","DUS-EMOR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMO21R1-WCNF","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMO29-W","1","L-REMO29-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMO29R0-WCNF","1.0","Pc(s)"
"","","DUS-EMOR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMO29R1-WCNF","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMO29-W","2","L-REMO29-BULK","0.0035","kg"
"","","CONT-EMLRLR0-WRL","1.0","Pc(s)"
"","","CAPC-EMLRLR0-WRL","1.0","Pc(s)"
"","","STIC-BTEMO29R0-WCNF","1.0","Pc(s)"
"","","DUS-EMOR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMO29R1-WCNF","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMO30-W","1","L-REMO30-BULK","0.0035","kg"
"","","CONT-ELRLR0-WASBS","1.0","Pc(s)"
"","","CAPC-ELRLR0-WASBS","1.0","Pc(s)"
"","","STIC-BTEMO30R0-WCNF","1.0","Pc(s)"
"","","DUS-EMOR0-WIMVG","1.0","Pc(s)"
"","","STIC-BCEMO30R1-WCNF","1.0","Pc(s)"
"","","IBOX-12ELRLR0-WDNF","0.08333","Pc(s)"
"","","KB-WLEI144-211KMM","0.00694","Pc(s)"
"L-REMO30-W","2","L-REMO30-BULK","0.0035","kg"
